,24hr growth,link,logo,marketcap,name,price,symbol,time,trading volume
5051,12.70%,/currencies/0x,,291577251,0x,0.391938,ZRX,20201110201646,"$51,930,927"
5052,1.19%,/currencies/bittorrent,,291035011,BitTorrent,0.000294,BTT,20201110201646,"$49,019,617"
5053,0.02%,/currencies/husd,,288115430,HUSD,0.999848,HUSD,20201110201646,"$28,907,291"
5054,0.94%,/currencies/okb,,278781505,OKB,4.65,OKB,20201110201646,"$43,391,920"
5055,2.91%,/currencies/digibyte,,276509882,DigiByte,0.020133,DGB,20201110201646,"$7,128,946"
5056,0.04%,/currencies/trueusd,,273755803,TrueUSD,1.00,TUSD,20201110201646,"$82,368,851"
5057,5.50%,/currencies/ocean-protocol,,247107916,Ocean Protocol,0.596840,OCEAN,20201110201646,"$30,488,799"
5058,0.84%,/currencies/paxos-standard,,246067398,Paxos Standard,1.00,PAX,20201110201646,"$164,977,575"
5059,4.86%,/currencies/energy-web-token,,235189212,Energy Web Token,7.82,EWT,20201110201646,"$776,188"
5060,38.56%,/currencies/loopring,,231782494,Loopring,0.202301,LRC,20201110201646,"$70,908,717"
5061,18.57%,/currencies/celo,,233252358,Celo,1.87,CELO,20201110201646,"$6,171,958"
5062,6.38%,/currencies/zilliqa,,216140571,Zilliqa,0.020349,ZIL,20201110201646,"$23,127,917"
5063,1.16%,/currencies/abbc-coin,,205828344,ABBC Coin,0.272061,ABBC,20201110201646,"$44,550,017"
5064,2.03%,/currencies/qtum,,197538015,Qtum,2.03,QTUM,20201110201646,"$267,015,182"
5065,3.15%,/currencies/icon,,197126111,ICON,0.344564,ICX,20201110201646,"$13,494,256"
5066,2.12%,/currencies/hedera-hashgraph,,190291384,Hedera Hashgraph,0.031639,HBAR,20201110201646,"$11,877,758"
5067,6.17%,/currencies/decred,,187699740,Decred,15.34,DCR,20201110201646,"$6,605,242"
5068,10.13%,/currencies/kyber-network,,176570794,Kyber Network,0.890241,KNC,20201110201646,"$28,194,148"
5069,5.94%,/currencies/near-protocol,,171171516,NEAR Protocol,0.978814,NEAR,20201110201646,"$21,351,560"
5070,6.99%,/currencies/quant,,171567573,Quant,14.21,QNT,20201110201646,"$3,687,842"
5071,8.73%,/currencies/ampleforth,,163633641,Ampleforth,1.28,AMPL,20201110201646,"$5,217,629"
5072,24.17%,/currencies/reserve-rights,,167248312,Reserve Rights,0.017888,RSR,20201110201646,"$142,547,612"
5073,19.72%,/currencies/blockstack,,151122721,Blockstack,0.220908,STX,20201110201646,"$3,666,661"
5074,3.86%,/currencies/augur,,149422075,Augur,13.58,REP,20201110201646,"$10,191,476"
5075,2.92%,/currencies/lisk,,143313251,Lisk,1.13,LSK,20201110201646,"$3,592,157"
5076,13.41%,/currencies/decentraland,,130607991,Decentraland,0.088016,MANA,20201110201646,"$67,006,845"
5077,6.75%,/currencies/band-protocol,,130280089,Band Protocol,6.36,BAND,20201110201646,"$107,547,002"
5078,7.14%,/currencies/aragon,,130673165,Aragon,3.30,ANT,20201110201646,"$19,584,050"
5079,1.07%,/currencies/bitcoin-gold,,130181338,Bitcoin Gold,7.43,BTG,20201110201646,"$5,179,432"
5080,0.62%,/currencies/the-midas-touch-gold,,130718336,The Midas Touch Gold,0.019919,TMTG,20201110201646,"$4,942,251"
5081,7.52%,/currencies/nxm,,122634655,NXM,23.46,NXM,20201110201646,"$14,517,933"
5082,4.24%,/currencies/siacoin,,121608663,Siacoin,0.002701,SC,20201110201646,"$1,930,195"
5083,0.83%,/currencies/revain,,121321080,Revain,0.010564,REV,20201110201646,"$467,611"
5084,4.53%,/currencies/terra-luna,,120164138,Terra,0.311297,LUNA,20201110201646,"$3,520,601"
5085,6.84%,/currencies/enjin-coin,,117319851,Enjin Coin,0.142529,ENJ,20201110201646,"$7,244,396"
5086,1.27%,/currencies/zb-token,,116880104,ZB Token,0.252283,ZB,20201110201646,"$7,517,591"
5087,5.66%,/currencies/elrond-egld,,116883733,Elrond,8.53,EGLD,20201110201646,"$8,214,360"
5088,15.08%,/currencies/thorchain,,107480535,THORChain,0.678401,RUNE,20201110201646,"$12,908,208"
5089,2.72%,/currencies/golem-network-tokens,,105913283,Golem,0.106911,GNT,20201110201646,"$41,080,932"
5090,12.28%,/currencies/solana,,104333841,Solana,2.27,SOL,20201110201646,"$16,470,527"
5091,15.40%,/currencies/sushiswap,,103216047,SushiSwap,0.683580,SUSHI,20201110201646,"$28,745,633"
5092,2.42%,/currencies/dxchain-token,,101781884,DxChain Token,0.002036,DX,20201110201646,"$285,381"
5093,1.67%,/currencies/nano,,100709059,Nano,0.755800,NANO,20201110201646,"$5,321,897"
5094,2.76%,/currencies/cybervein,,99389256,CyberVein,0.093728,CVT,20201110201646,"$5,500,014"
5095,5.28%,/currencies/nexo,,98955347,Nexo,0.176706,NEXO,20201110201646,"$8,865,080"
5096,6.46%,/currencies/ravencoin,,98840882,Ravencoin,0.013271,RVN,20201110201646,"$9,119,069"
5097,11.33%,/currencies/status,,95014545,Status,0.027378,SNT,20201110201646,"$13,700,537"
5098,11.00%,/currencies/swissborg,,90984031,SwissBorg,0.098527,CHSB,20201110201646,"$1,570,236"
5099,6.55%,/currencies/avalanche,,88861853,Avalanche,3.63,AVAX,20201110201646,"$24,430,025"
5100,2.52%,/currencies/numeraire,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/1732.png""/>",87825079,Numeraire,23.85,NMR,20201110201702,"$5,476,115"
5101,7.74%,/currencies/orchid,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5026.png""/>",87316110,Orchid,0.237540,OXT,20201110201702,"$10,032,914"
5102,3.45%,/currencies/bitcoin-diamond,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/2222.png""/>",85631880,Bitcoin Diamond,0.459170,BCD,20201110201702,"$1,867,807"
5103,18.15%,/currencies/balancer,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5728.png""/>",85032862,Balancer,12.25,BAL,20201110201702,"$71,731,297"
5104,11.78%,/currencies/matic-network,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/3890.png""/>",82971977,Matic Network,0.017439,MATIC,20201110201702,"$21,098,834"
5105,1.24%,/currencies/monacoin,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/213.png""/>",82852482,MonaCoin,1.26,MONA,20201110201702,"$920,118"
5106,17.08%,/currencies/rlc,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/1637.png""/>",82773262,iExec RLC,1.03,RLC,20201110201702,"$9,110,883"
5107,4.89%,/currencies/bytom,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/1866.png""/>",82097459,Bytom,0.059232,BTM,20201110201702,"$11,853,969"
5108,1.14%,/currencies/holo,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/2682.png""/>",81948608,Holo,0.000492,HOT,20201110201702,"$6,521,390"
5109,10.13%,/currencies/iotex,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/2777.png""/>",80397750,IoTeX,0.008285,IOTX,20201110201702,"$3,081,531"
5110,6.96%,/currencies/iostoken,,80269695,IOST,0.005260,IOST,20201110201702,"$25,585,751"
5111,7.74%,/currencies/swipe,,78482612,Swipe,1.02,SXP,20201110201702,"$53,126,983"
5112,7.60%,/currencies/arweave,,77693746,Arweave,2.33,AR,20201110201702,"$3,173,940"
5113,3.23%,/currencies/uquid-coin,,77704168,Uquid Coin,7.77,UQC,20201110201702,"$14,648,919"
5114,7.73%,/currencies/verge,,76856096,Verge,0.004690,XVG,20201110201702,"$1,469,766"
5115,0.62%,/currencies/pax-gold,,75963197,PAX Gold,1887.76,PAXG,20201110201702,"$1,978,891"
5116,7.01%,/currencies/storj,,75624661,Storj,0.379054,STORJ,20201110201702,"$20,592,283"
5117,3.96%,/currencies/velas,,72631115,Velas,0.034483,VLX,20201110201702,"$1,327,583"
5118,22.81%,/currencies/civic,,70872244,Civic,0.105779,CVC,20201110201702,"$250,520,821"
5119,12.22%,/currencies/horizen,,69697956,Horizen,6.74,ZEN,20201110201702,"$4,163,932"
5120,0.64%,/currencies/kucoin-shares,,68168802,KuCoin Shares,0.844422,KCS,20201110201702,"$4,776,545"
5121,12.21%,/currencies/nervos-network,,67730009,Nervos Network,0.003172,CKB,20201110201702,"$10,685,647"
5122,19.63%,/currencies/yearn-finance-ii,,67280248,DFI.Money,1743.19,YFII,20201110201702,"$223,031,310"
5123,28.80%,/currencies/curve-dao-token,,65695521,Curve DAO Token,0.579908,CRV,20201110201702,"$48,648,714"
5124,2.02%,/currencies/gnosis-gno,,65032136,Gnosis,58.87,GNO,20201110201702,"$136,601"
5125,5.48%,/currencies/divi,,64928251,Divi,0.032625,DIVI,20201110201702,"$360,646"
5126,8.85%,/currencies/helium,,64890760,Helium,1.18,HNT,20201110201702,"$311,447"
5127,0.43%,/currencies/rsk-infrastructure-framework,,63156766,RSK Infrastructure Framework,0.094702,RIF,20201110201702,"$428,921"
5128,25.61%,/currencies/aelf,,61985289,aelf,0.113843,ELF,20201110201702,"$40,899,840"
5129,5.39%,/currencies/steem,,60731896,Steem,0.154249,STEEM,20201110201702,"$1,602,954"
5130,7.74%,/currencies/komodo,,60378919,Komodo,0.492080,KMD,20201110201702,"$2,384,932"
5131,6.55%,/currencies/maidsafecoin,,59998975,MaidSafeCoin,0.132579,MAID,20201110201702,"$209,117"
5132,14.99%,/currencies/serum,,59169344,Serum,1.18,SRM,20201110201702,"$42,152,515"
5133,4.22%,/currencies/bitshares,,58346119,BitShares,0.019465,BTS,20201110201702,"$6,766,651"
5134,1.98%,/currencies/utrust,,57709975,Utrust,0.128244,UTK,20201110201702,"$4,002,759"
5135,0.25%,/currencies/ardor,,56007179,Ardor,0.056063,ARDR,20201110201702,"$4,330,626"
5136,2.18%,/currencies/unibright,,55635876,Unibright,0.373897,UBT,20201110201702,"$1,298,685"
5137,1.24%,/currencies/chiliz,,53859146,Chiliz,0.010945,CHZ,20201110201702,"$8,273,719"
5138,9.72%,/currencies/ankr,,53714069,Ankr,0.009214,ANKR,20201110201702,"$14,217,845"
5139,10.39%,/currencies/kava,,53459341,Kava.io,1.60,KAVA,20201110201702,"$17,408,305"
5140,11.67%,/currencies/bancor,,53181872,Bancor,0.750627,BNT,20201110201702,"$32,918,510"
5141,7.24%,/currencies/wax,,53160637,WAX,0.037914,WAXP,20201110201702,"$1,072,406"
5142,4.35%,/currencies/stratis,,51671900,Stratis,0.516566,STRAT,20201110201702,"$14,515,207"
5143,9.49%,/currencies/origintrail,,50775559,OriginTrail,0.153471,TRAC,20201110201702,"$3,288,578"
5144,2.93%,/currencies/irisnet,,50495619,IRISnet,0.058311,IRIS,20201110201702,"$3,778,890"
5145,5.44%,/currencies/hive-blockchain,,48777212,Hive,0.117527,HIVE,20201110201702,"$2,716,692"
5146,7.10%,/currencies/wanchain,,47654727,Wanchain,0.282332,WAN,20201110201702,"$2,094,204"
5147,6.01%,/currencies/tomochain,,47129119,TomoChain,0.620264,TOMO,20201110201702,"$4,061,834"
5148,9.61%,/currencies/quarkchain,,46178797,QuarkChain,0.005076,QKC,20201110201702,"$4,121,589"
5149,2.85%,/currencies/just,,46020638,JUST,0.020360,JST,20201110201702,"$38,276,843"
5150,10.09%,/currencies/sharetoken,,45951718,ShareToken,0.023278,SHR,20201110201702,"$5,300,974"
5151,0.97%,/currencies/ark,,45728113,Ark,0.365641,ARK,20201110201702,"$4,522,115"
5152,17.99%,/currencies/fantom,,45564850,Fantom,0.021340,FTM,20201110201702,"$11,309,719"
5153,15.44%,/currencies/energi,,44730562,Energi,1.29,NRG,20201110201702,"$2,026,864"
5154,1.95%,/currencies/theta-fuel,,44657128,Theta Fuel,0.008999,TFUEL,20201110201702,"$932,310"
5155,1.78%,/currencies/electroneum,,43335925,Electroneum,0.004245,ETN,20201110201702,"$895,982"
5156,4.94%,/currencies/singularitynet,,43002793,SingularityNET,0.051111,AGI,20201110201702,"$973,308"
5157,9.78%,/currencies/power-ledger,,41232540,Power Ledger,0.097248,POWR,20201110201702,"$3,992,893"
5158,5.73%,/currencies/hypercash,,40049879,HyperCash,0.892485,HC,20201110201702,"$8,444,931"
5159,0.97%,/currencies/hxro,,39563678,Hxro,0.220841,HXRO,20201110201702,"$192,667"
5160,5.54%,/currencies/hyperion,,39540557,Hyperion,0.124826,HYN,20201110201702,"$78,800"
5161,4.17%,/currencies/pundi-x,,39415954,Pundi X,0.000168,NPXS,20201110201702,"$961,000"
5162,13.14%,/currencies/tellor,,38372395,Tellor,24.81,TRB,20201110201702,"$41,886,796"
5163,2.13%,/currencies/zcoin,,38002460,Zcoin,3.39,XZC,20201110201702,"$5,316,013"
5164,0.96%,/currencies/stasis-euro,,37837092,STASIS EURO,1.18,EURS,20201110201702,"$2,480,760"
5165,16.06%,/currencies/aion,,37206970,Aion,0.077861,AION,20201110201702,"$3,988,821"
5166,15.23%,/currencies/waykichain,,36760129,WaykiChain,0.194498,WICC,20201110201702,"$8,792,044"
5167,1.98%,/currencies/sun,,36611314,SUN,7.99,SUN,20201110201702,"$33,205,370"
5168,8.17%,/currencies/solve,,36043549,SOLVE,0.095950,SOLVE,20201110201702,"$1,145,840"
5169,9.71%,/currencies/aeternity,,34908909,Aeternity,0.107510,AE,20201110201702,"$11,093,189"
5170,8.37%,/currencies/fetch,,34613858,Fetch.ai,0.046392,FET,20201110201702,"$5,713,712"
5171,13.59%,/currencies/dia,,34510685,DIA,1.22,DIA,20201110201702,"$14,976,507"
5172,20.98%,/currencies/district0x,,34277599,district0x,0.057129,DNT,20201110201702,"$30,618,193"
5173,5.20%,/currencies/voyager-token,,34039618,Voyager Token,0.153128,VGX,20201110201702,"$784,712"
5174,5.21%,/currencies/v-systems,,33816191,v.systems,0.015857,VSYS,20201110201702,"$1,558,778"
5175,3.16%,/currencies/harmony,,33748968,Harmony,0.005395,ONE,20201110201702,"$5,130,622"
5176,8.63%,/currencies/nexalt,,33130199,Nexalt,1.70,XLT,20201110201702,"$315,902"
5177,1.85%,/currencies/travala,,32726328,Travala.com,0.786368,AVA,20201110201702,"$1,377,805"
5178,0.44%,/currencies/super-zero-protocol,,32628029,Super Zero Protocol,0.110043,SERO,20201110201702,"$2,798,200"
5179,21.61%,/currencies/polymath-network,,32344618,Polymath,0.060457,POLY,20201110201702,"$22,463,436"
5180,1.61%,/currencies/gatetoken,,32336149,GateToken,0.424551,GT,20201110201702,"$11,731,836"
5181,1.30%,/currencies/streamr,,31405293,Streamr,0.045345,DATA,20201110201702,"$3,750,268"
5182,6.06%,/currencies/digitex-futures,,31161520,Digitex Futures,0.033470,DGTX,20201110201702,"$2,919,913"
5183,1.69%,/currencies/xdai,,30951386,xDai,9.71,STAKE,20201110201702,"$524,685"
5184,4.41%,/currencies/switcheo,,30948495,Switcheo,0.029041,SWTH,20201110201702,"$246,791"
5185,6.75%,/currencies/loom-network,,30899090,Loom Network,0.031838,LOOM,20201110201702,"$94,494,391"
5186,9.27%,/currencies/flexacoin,,29229928,Flexacoin,0.004019,FXC,20201110201702,"$264,278"
5187,0.65%,/currencies/orbs,,29136016,Orbs,0.013066,ORBS,20201110201702,"$168,378"
5188,15.30%,/currencies/kleros,,28446966,Kleros,0.049922,PNK,20201110201702,"$2,933,488"
5189,1.75%,/currencies/wink-tronbet,,28277707,WINk,0.000090,WIN,20201110201702,"$4,317,755"
5190,13.14%,/currencies/syscoin,,28123629,Syscoin,0.046887,SYS,20201110201702,"$1,486,625"
5191,3.39%,/currencies/adx-net,,28018175,AdEx Network,0.274220,ADX,20201110201702,"$2,126,017"
5192,2.66%,/currencies/ultra,,27800154,Ultra,0.098415,UOS,20201110201702,"$436,197"
5193,2.13%,/currencies/wirex-token,,27785172,Wirex Token,0.008962,WXT,20201110201702,"$189,802"
5194,3.02%,/currencies/thunder-token,,27661781,Thunder Token,0.004698,TT,20201110201702,"$3,826,530"
5195,7.16%,/currencies/funfair,,27618400,FunFair,0.004217,FUN,20201110201702,"$509,995"
5196,3.58%,/currencies/handshake,,27394941,Handshake ,0.085398,HNS,20201110201702,"$470,706"
5197,21.82%,/currencies/request,,26941003,Request,0.026942,REQ,20201110201702,"$3,982,084"
5198,7.91%,/currencies/mxc,,26792830,MXC,0.010504,MXC,20201110201702,"$2,984,553"
5199,5.89%,/currencies/elastos,,26729179,Elastos,1.55,ELA,20201110201702,"$2,012,221"
5200,15.74%,/currencies/hex,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5015.png""/>",3218692612,HEX,0.007845,HEX,20201110201717,"$10,230,031"
5201,1.77%,/currencies/ize,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5677.png""/>",1602122029,IZE,0.385044,IZE,20201110201717,"$49,907"
5202,0.18%,/currencies/counos-x,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5482.png""/>",1070245022,Counos X,60.36,CCXX,20201110201717,"$450,288"
5203,11.13%,/currencies/bitcoinpos,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5815.png""/>",627426546,BitcoinPoS,165.61,BPS,20201110201717,"$1,400,307"
5204,4.47%,/currencies/ino-coin,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/3085.png""/>",596424245,INO COIN,3.31,INO,20201110201717,"$510,160"
5205,0.86%,/currencies/insight-chain,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/3116.png""/>",434066894,Insight Chain,1.24,INB,20201110201717,"$2,535,018"
5206,0.20%,/currencies/homeros,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5336.png""/>",331268291,Homeros,0.881141,HMR,20201110201717,"$14,285,460"
5207,2.13%,/currencies/zelwin,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5614.png""/>",309860271,Zelwin,5.14,ZLW,20201110201717,"$462,718"
5208,1.77%,/currencies/renbtc,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5777.png""/>",295918565,renBTC,15457.42,RENBTC,20201110201717,"$307,556"
5209,5.17%,/currencies/creditcoin,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5198.png""/>",293409825,Creditcoin,0.533256,CTC,20201110201717,"$3,145,957"
5210,7.08%,/currencies/cipher-core-token,,261568827,Cipher Core Token,35.20,CIPHC,20201110201717,"$122,912"
5211,1.07%,/currencies/thorecoin,,261172874,ThoreCoin,3012.86,THR,20201110201717,"$32,827"
5212,1.11%,/currencies/tnc-coin,,259642108,TNC Coin,0.112379,TNC,20201110201717,"$8,381,724"
5213,2.19%,/currencies/basid-coin,,254827500,Basid Coin,0.710286,BASID,20201110201717,"$2,305,698"
5214,19.23%,/currencies/poseidon-network,,238911240,Poseidon Network,0.110973,QQQ,20201110201717,"$1,848,111"
5215,1.36%,/currencies/mindol,,233457194,MINDOL,1.37,MIN,20201110201717,"$83,786"
5216,21.44%,/currencies/strong,,198497295,Strong,42.13,STRONG,20201110201717,"$1,870,986"
5217,1.77%,/currencies/botxcoin,,182346683,botXcoin,0.111725,BOTX,20201110201717,"$138,332"
5218,0.14%,/currencies/largo-coin,,172198246,Largo Coin,10.04,LRG,20201110201717,"$1,624,394"
5219,81.85%,/currencies/stpay,,167071106,STPAY,38.58,STP,20201110201717,"$4,077"
5220,8.60%,/currencies/vitae,,158155692,Vitae,8.12,VITAE,20201110201717,"$1,346,716"
5221,0.99%,/currencies/sologenic,,144233885,Sologenic,0.721163,SOLO,20201110201717,"$1,675,070"
5222,2.47%,/currencies/doctors-coin,,137680324,Doctors Coin,0.599283,DRS,20201110201717,"$11,087"
5223,45.11%,/currencies/bitball-treasure,,137368990,Bitball Treasure,305.26,BTRS,20201110201717,$45
5224,2.20%,/currencies/yusra,,127392390,YUSRA,3.69,YUSRA,20201110201717,"$99,005"
5225,0.60%,/currencies/idea-chain-coin,,113855934,Idea Chain Coin,2.22,ICH,20201110201717,"$419,823"
5226,0.28%,/currencies/terra-krw,,108213226,TerraKRW,0.000889,KRT,20201110201717,"$7,811"
5227,7.14%,/currencies/metacoin,,109584228,Metacoin,0.106664,MTC,20201110201717,"$120,923"
5228,0.62%,/currencies/cryptonex,,106197973,Cryptonex,1.91,CNX,20201110201717,"$811,634"
5229,6.05%,/currencies/edc-blockchain-v1,,103623250,EDC Blockchain v1 [old],0.038801,EDC,20201110201717,"$86,390"
5230,0.97%,/currencies/defichain,,102368575,DeFiChain,0.268186,DFI,20201110201717,"$296,366"
5231,5.41%,/currencies/bitcoin-bep2,,96862368,Bitcoin BEP2,19368.40,BTCB,20201110201717,"$9,612"
5232,1.52%,/currencies/helper-search-token,,89014151,Helper Search Token,0.010497,HSN,20201110201717,$0
5233,3.62%,/currencies/newyork-exchange,,84898706,NewYork Exchange,11.97,NYE,20201110201717,"$641,652"
5234,3.42%,/currencies/beldex,,82216565,Beldex,0.083875,BDX,20201110201717,"$267,263"
5235,0.03%,/currencies/counos-coin,,80506236,Counos Coin,5.42,CCA,20201110201717,"$19,369"
5236,0.33%,/currencies/qcash,,70777227,Qcash,0.153863,QC,20201110201717,"$313,881,657"
5237,0.10%,/currencies/mixin,,69780849,Mixin,133.13,XIN,20201110201717,"$935,952"
5238,1.47%,/currencies/xinfin-network,,69720935,XinFin Network,0.005716,XDC,20201110201717,"$2,100,250"
5239,0.13%,/currencies/bitbook-gambling,,68200647,Bitbook Gambling,0.190671,BXK,20201110201717,"$21,894"
5240,11.12%,/currencies/nest-protocol,,67859121,NEST Protocol,0.038804,NEST,20201110201717,"$29,448,508"
5241,0.12%,/currencies/attila,,67171126,Attila,0.149142,ATT,20201110201717,"$421,084"
5242,0.83%,/currencies/mobilian-coin,,64258680,Mobilian Coin,0.556240,MBN,20201110201717,"$2,217,645"
5243,1.46%,/currencies/huobi-btc,,62616705,Huobi BTC,13017.58,HBTC,20201110201717,$0
5244,0.21%,/currencies/neutrino-usd,,61111177,Neutrino USD,0.997122,USDN,20201110201717,"$2,863,197"
5245,23.44%,/currencies/everus,,54992766,Everus,0.118067,EVR,20201110201717,"$65,891"
5246,1.05%,/currencies/joule,,59380107,Joule,0.058763,JUL,20201110201717,$0
5247,0.06%,/currencies/baer-chain,,59062215,Baer Chain,0.339438,BRC,20201110201717,"$3,362"
5248,1.80%,/currencies/darma-cash,,57321516,Darma Cash,0.272436,DMCH,20201110201717,"$518,686"
5249,5.18%,/currencies/centrality,,55585310,Centrality,0.047042,CENNZ,20201110201717,"$874,875"
5250,2.09%,/currencies/wbnb,,55822053,Wrapped BNB,28.47,WBNB,20201110201717,$0
5251,0.06%,/currencies/math,,54864240,MATH,0.482192,MATH,20201110201717,"$322,697"
5252,10.09%,/currencies/greenpower,,53972902,GreenPower,0.016701,GRN,20201110201717,"$1,092"
5253,1.89%,/currencies/mimblewimblecoin,,51964646,MimbleWimbleCoin,4.87,MWC,20201110201717,"$484,509"
5254,2.47%,/currencies/whitecoin,,50056484,WhiteCoin,0.200079,XWC,20201110201717,"$52,917"
5255,9.24%,/currencies/bithao,,49885553,Bithao,1.55,BHAO,20201110201717,"$20,459,381"
5256,11.59%,/currencies/keep-network,,47545665,Keep Network,0.219187,KEEP,20201110201717,"$779,045"
5257,7.70%,/currencies/the-transfer-token,,46174723,The Transfer Token,1.75,TTT,20201110201717,"$1,286,144"
5258,0.79%,/currencies/axel,,45300213,AXEL,0.173443,AXEL,20201110201717,"$375,935"
5259,2.24%,/currencies/breezecoin,,44878996,Breezecoin,0.448790,BRZE,20201110201717,"$25,470"
5260,19.55%,/currencies/tap,,43202455,Tap,0.035069,XTP,20201110201717,"$219,825"
5261,1.14%,/currencies/bankera,,41890593,Bankera,0.001702,BNK,20201110201717,"$50,383"
5262,0.77%,/currencies/rocket-pool,,40764809,Rocket Pool,3.97,RPL,20201110201717,"$1,350,387"
5263,9.28%,/currencies/nervenetwork,,40674977,NerveNetwork,0.161157,NVT,20201110201717,"$563,028"
5264,30.43%,/currencies/titanswap,,39896720,TitanSwap,0.747071,TITAN,20201110201717,"$8,267,504"
5265,1.13%,/currencies/xenioscoin,,38687053,XeniosCoin,0.507205,XNC,20201110201717,"$83,248"
5266,4.20%,/currencies/btu-protocol,,38666658,BTU Protocol,0.429561,BTU,20201110201717,"$82,263"
5267,13.63%,/currencies/cryptoindex-com-100,,37488125,Cryptoindex.com 100,0.600680,CIX100,20201110201717,"$23,604"
5268,4.89%,/currencies/cvault-finance,,37541491,cVault.finance,3754.15,CORE,20201110201717,"$4,669,661"
5269,0.64%,/currencies/mstable-usd,,36823155,mStable USD,1.00,MUSD,20201110201717,"$825,660"
5270,0.63%,/currencies/harvest-finance,,34999643,Harvest Finance,124.14,FARM,20201110201717,"$1,803,028"
5271,5.65%,/currencies/kin,,34768333,Kin,0.000023,KIN,20201110201717,"$19,681"
5272,13.25%,/currencies/vestchain,,34585723,VestChain,0.005720,VEST,20201110201717,"$12,812"
5273,2.82%,/currencies/helleniccoin,,34076780,Hellenic Coin,0.487656,HNC,20201110201717,"$55,557"
5274,0.10%,/currencies/livepeer,,33674386,Livepeer,1.61,LPT,20201110201717,"$129,474"
5275,2.30%,/currencies/swingby,,32815889,Swingby,0.037291,SWINGBY,20201110201717,"$319,583"
5276,7.65%,/currencies/s4fe,,31861088,S4FE,0.035587,S4F,20201110201717,"$309,678"
5277,18.60%,/currencies/stem-cell-coin,,32379973,STEM CELL COIN,0.100980,SCC,20201110201717,"$96,477"
5278,2.03%,/currencies/ultiledger,,30815646,Ultiledger,0.013169,ULT,20201110201717,"$863,691"
5279,1.70%,/currencies/amp,,30997969,Amp,0.003472,AMP,20201110201717,"$129,091"
5280,0.51%,/currencies/metaverse-dualchain-network-architecture,,30674007,Metaverse Dualchain Network Architecture,0.001571,DNA,20201110201717,"$815,331"
5281,10.89%,/currencies/nexxo,,30480681,Nexxo,0.141999,NEXXO,20201110201717,"$202,074"
5282,0.08%,/currencies/uni-coin,,29925409,UNI COIN,0.498679,UNI,20201110201717,$0
5283,0.11%,/currencies/playfuel,,29925415,PlayFuel,0.059851,PLF,20201110201717,"$3,913,084"
5284,8.99%,/currencies/troy,,29334480,TROY,0.003032,TROY,20201110201717,"$982,054"
5285,4.81%,/currencies/extstock-token,,29176761,ExtStock Token,0.048500,XT,20201110201717,$0
5286,0.04%,/currencies/usdk,,28611681,USDK,1.00,USDK,20201110201717,"$37,850,611"
5287,0.24%,/currencies/redd,,27970345,ReddCoin,0.000971,RDD,20201110201717,"$27,956"
5288,17.11%,/currencies/bitmax-token,,27876518,BitMax Token,0.042198,BTMX,20201110201717,"$751,263"
5289,1.78%,/currencies/chimpion,,26562550,Chimpion,0.837212,BNANA,20201110201717,"$759,265"
5290,0.88%,/currencies/c20,,26432175,CRYPTO20,0.654218,C20,20201110201717,"$6,764"
5291,0.03%,/currencies/orbit-chain,,26135799,Orbit Chain,0.057378,ORC,20201110201717,"$190,408"
5292,4.57%,/currencies/nucypher,,26169368,NuCypher,0.070824,NU,20201110201717,"$804,665"
5293,1.51%,/currencies/agavecoin,,26067763,AgaveCoin,0.066734,AGVC,20201110201717,"$24,587"
5294,5.71%,/currencies/dad,,26032815,DAD,0.193406,DAD,20201110201717,"$586,843"
5295,12.23%,/currencies/idex,,25945362,IDEX,0.048304,IDEX,20201110201717,"$478,770"
5296,12.01%,/currencies/the-sandbox,,25797041,The Sandbox,0.042479,SAND,20201110201717,"$5,082,006"
